lon,lat,time
18.70937189999991,54.177075399998195,20.32
18.709377400000005,54.177081400001796,20.36
18.709383499999475,54.17708749999812,20.4
18.709389800000352,54.17709360000187,20.44
18.709396199999563,54.17709959999822,20.48
18.709402600000434,54.17710560000177,20.52
18.709409099999476,54.17711169999815,20.56
18.70941570000043,54.17711770000192,20.6
18.709422699999223,54.177123799997986,20.64
18.709430000000516,54.177129900002,20.68
18.70943729999949,54.1771358999981,20.72
18.709444600000513,54.1771419000019,20.76
18.70945219999923,54.17714799999802,20.8
18.709460000000593,54.177153900002146,20.84
18.709467999999237,54.17715979999786,20.88
18.70947590000085,54.177165700002135,20.92
18.709484099998893,54.17717149999797,20.96
18.709492300001106,54.177177500001854,21.0
18.70950059999881,54.177183399998235,21.04
18.709509100001007,54.177189400001666,21.08
18.709517599998996,54.17719539999835,21.12
18.70952640000074,54.177201200001825,21.16
18.709535199999266,54.17720709999809,21.2
18.709544000000733,54.177213100001815,21.24
18.70955289999918,54.177218899998365,21.28
18.70956190000073,54.177224700001624,21.32
18.709570999999187,54.177230699998205,21.36
18.709579900000985,54.17723650000196,21.4
18.70958919999867,54.17724249999787,21.44
18.7095983000015,54.17724840000221,21.48
18.70960749999842,54.177254399997715,21.52
18.70961660000166,54.17726050000219,21.56
18.709625699998345,54.17726639999799,21.6
18.70963490000156,54.177272300002,21.64
18.709643999998534,54.177278299997916,21.68
18.709653200001377,54.17728440000199,21.72
18.70966229999872,54.17729039999811,21.76
18.70967140000128,54.177296500001795,21.8
18.7096802999989,54.17730259999821,21.84
18.70968930000101,54.17730900000152,21.88
18.70969819999908,54.17731519999866,21.92
18.709707000001004,54.17732140000133,21.96
18.709715799999003,54.17732759999867,22.0
18.709724600000996,54.17733410000107,22.04
18.709733199999185,54.17734039999911,22.08
18.709741700000897,54.177346900000714,22.12
18.70975009999919,54.1773533999993,22.16
18.70975860000072,54.1773599000007,22.2
18.70976689999946,54.17736639999929,22.24
18.709775100000627,54.17737310000052,22.28
18.709783299999376,54.17737979999947,22.32
18.709791200000886,54.177386500000516,22.36
18.709798799999383,54.17739349999922,22.4
18.709806400000616,54.17740040000087,22.44
18.709813999999387,54.177407499998964,22.48
18.7098215000007,54.17741440000121,22.52
18.709828599999653,54.17742149999862,22.56
18.709835600000435,54.177428400001546,22.6
18.70984219999992,54.17743549999829,22.64
18.709848999999906,54.177442600001704,22.68
18.70985530000053,54.1774496999983,22.72
18.709861499999562,54.17745690000161,22.76
18.709867600000525,54.17746389999857,22.8
18.70987339999974,54.17747100000133,22.84
18.709879000000434,54.17747809999867,22.88
18.70988469999948,54.17748520000132,22.92
18.709890100000777,54.177492299998676,22.96
18.709895099999574,54.1774993000014,23.0
18.709900200000337,54.1775062999986,23.04
18.709905099999837,54.177513300001394,23.08
18.709909700000424,54.177520199998696,23.12
18.70991439999949,54.17752720000121,23.16
18.70991880000077,54.177534199998796,23.2
18.709923299999147,54.177541100001285,23.24
18.70992750000111,54.17754799999872,23.28
18.709931399999153,54.177555000001185,23.32
18.709935300000843,54.17756179999899,23.36
18.709938899999422,54.177568800000834,23.4
18.709942600000492,54.17757579999917,23.44
18.709946099999687,54.17758280000083,23.48
